65, 3
68, 3
69, 3
70, 3
74, 3
76, 3
77, 3
78, 3
81, 3
87, 3
92, 3
93, 3
99, 3
30, 5
33, 5
36, 5
37, 5
44, 5
54, 5
59, 5
63, 5
65, 5
68, 5
69, 5
70, 5
72, 5
74, 5
76, 5
77, 5
78, 5
81, 5
87, 5
92, 5
93, 5
95, 5
29, 8
50, 8
95, 8
34, 9
37, 9
44, 9
65, 9
68, 9
69, 9
70, 9
73, 9
74, 9
77, 9
78, 9
87, 9
89, 9
92, 9
29, 10
34, 10
50, 10
95, 10
29, 11
34, 11
55, 11
65, 11
68, 11
69, 11
70, 11
73, 11
74, 11
78, 11
89, 11
90, 11
92, 11
94, 11
95, 11
121, 11
124, 11
125, 11
127, 11
50, 13
54, 13
66, 13
68, 13
69, 13
70, 13
72, 13
73, 13
74, 13
76, 13
77, 13
78, 13
81, 13
83, 13
87, 13
89, 13
90, 13
93, 13
94, 13
95, 13
99, 13
101, 13
102, 13
104, 13
106, 13
111, 13
112, 13
113, 13
29, 14
34, 14
50, 14
54, 14
66, 14
120, 14
55, 15
65, 15
68, 15
73, 15
92, 15
95, 15
98, 15
99, 15
101, 15
103, 15
104, 15
105, 15
106, 15
107, 15
109, 15
110, 15
111, 15
112, 15
114, 15
116, 15
118, 15
119, 15
120, 15
121, 15
124, 15
50, 16
53, 16
58, 16
77, 16
80, 16
83, 16
88, 16
89, 16
97, 16
128, 16
95, 17
100, 17
113, 17
124, 17
128, 17
30, 18
31, 18
33, 18
36, 18
39, 18
40, 18
43, 18
46, 18
48, 18
49, 18
50, 18
51, 18
53, 18
65, 18
80, 18
81, 18
83, 18
88, 18
89, 18
92, 18
95, 18
98, 18
102, 18
103, 18
124, 18
128, 18
95, 19
97, 19
124, 19
128, 19
19, 20
24, 20
26, 20
28, 20
30, 20
36, 20
37, 20
40, 20
50, 20
54, 20
55, 20
59, 20
60, 20
63, 20
65, 20
66, 20
68, 20
69, 20
70, 20
72, 20
74, 20
76, 20
77, 20
78, 20
79, 20
83, 20
87, 20
88, 20
90, 20
94, 20
96, 20
98, 20
99, 20
101, 20
102, 20
103, 20
104, 20
128, 20
14, 21
66, 21
97, 21
14, 22
64, 22
65, 22
68, 22
69, 22
70, 22
74, 22
76, 22
77, 22
78, 22
79, 22
83, 22
87, 22
90, 22
94, 22
95, 22
99, 22
101, 22
104, 22
107, 22
108, 22
111, 22
112, 22
113, 22
114, 22
116, 22
118, 22
119, 22
121, 22
14, 23
73, 23
95, 23
97, 23
100, 23
104, 23
117, 23
123, 23
3, 24
4, 24
13, 24
19, 24
24, 24
26, 24
28, 24
30, 24
36, 24
37, 24
63, 24
66, 24
104, 24
14, 25
66, 25
95, 25
97, 25
100, 25
104, 25
117, 25
39, 26
63, 26
66, 26
95, 26
97, 26
100, 26
104, 26
117, 26
123, 26
128, 26
3, 27
10, 27
11, 27
13, 27
14, 27
19, 27
24, 27
26, 27
28, 27
30, 27
36, 27
37, 27
40, 27
46, 27
63, 27
66, 27
95, 27
104, 27
97, 28
99, 28
101, 28
102, 28
103, 28
104, 28
105, 28
106, 28
107, 28
108, 28
109, 28
110, 28
111, 28
112, 28
113, 28
115, 28
116, 28
118, 28
119, 28
120, 28
121, 28
122, 28
123, 28
124, 28
125, 28
128, 28
3, 29
10, 29
14, 29
34, 29
39, 29
63, 29
66, 29
97, 29
99, 29
125, 29
3, 30
10, 30
14, 30
39, 30
47, 30
97, 30
99, 30
104, 30
105, 30
106, 30
123, 30
125, 30
128, 30
3, 31
10, 31
14, 31
34, 31
44, 31
54, 31
63, 31
66, 31
97, 31
99, 31
105, 31
123, 31
125, 31
128, 31
37, 32
55, 32
63, 32
65, 32
68, 32
73, 32
95, 32
97, 32
99, 32
104, 32
105, 32
54, 33
63, 33
66, 33
92, 33
94, 33
95, 33
97, 33
99, 33
100, 33
102, 33
103, 33
108, 33
3, 34
10, 34
14, 34
34, 34
47, 34
63, 34
66, 34
97, 34
99, 34
104, 34
123, 34
125, 34
128, 34
39, 35
49, 35
50, 35
55, 35
63, 35
66, 35
73, 35
95, 35
97, 35
99, 35
100, 35
104, 35
105, 35
110, 35
112, 35
10, 36
14, 36
34, 36
70, 36
73, 36
74, 36
77, 36
78, 36
79, 36
83, 36
87, 36
89, 36
90, 36
91, 36
94, 36
95, 36
97, 36
100, 36
102, 36
103, 36
106, 36
108, 36
113, 36
116, 36
118, 36
3, 37
10, 37
14, 37
30, 37
34, 37
41, 37
44, 37
54, 37
63, 37
66, 37
68, 37
92, 37
95, 37
97, 37
99, 37
104, 37
105, 37
123, 37
125, 37
30, 38
34, 38
47, 38
95, 38
97, 38
99, 38
104, 38
125, 38
128, 38
26, 39
28, 39
30, 39
39, 39
47, 39
104, 39
118, 39
123, 39
125, 39
128, 39
16, 40
36, 40
48, 40
55, 40
57, 40
59, 40
60, 40
61, 40
62, 40
63, 40
64, 40
65, 40
66, 40
68, 40
69, 40
70, 40
71, 40
72, 40
73, 40
74, 40
95, 40
97, 40
99, 40
100, 40
